Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Has_Cabin,Title,FamilySize,IsAlone,AgeBin,FareBin,Survived
1,1,-0.6153846153846154,0,1,2.6875727142075005,2,1,2,1.0,0,2,3,0
3,1,0.3076923076923077,0,0,-0.24808376676704086,2,0,2,0.0,1,2,1,0
3,1,0.6153846153846154,2,0,-0.27927388447851087,2,0,2,2.0,0,3,1,0
3,1,-0.07692307692307693,0,0,-0.28052285792499315,2,0,2,0.0,1,2,0,0
3,0,-0.6153846153846154,0,0,-0.29103647686832745,2,0,1,0.0,1,2,0,1
3,1,0.0,0,0,-0.2856898439638653,2,0,2,0.0,1,2,0,1
3,1,0.6923076923076923,0,0,-0.28052285792499315,2,0,2,0.0,1,3,0,0
3,0,-0.5384615384615384,1,0,0.4147190665206679,1,0,1,1.0,0,2,2,1
1,1,1.3846153846153846,0,0,1.605948877634821,2,1,2,0.0,1,3,3,0
3,0,-1.1153846153846154,1,0,0.0,0,0,1,1.0,0,1,1,0
3,1,-0.5384615384615384,0,0,-0.27392725157404874,2,0,2,0.0,1,2,1,0
3,0,-0.6923076923076923,1,0,-0.19800506433068715,2,0,1,1.0,0,2,1,0
3,0,-0.9230769230769231,0,0,0.00017536955926632762,0,0,1,0.0,1,1,2,0
3,1,-0.6153846153846154,0,0,-0.27927388447851087,2,0,2,0.0,1,2,1,0
3,1,3.1923076923076925,0,0,-0.28675917054475775,1,0,2,0.0,1,4,0,0
2,1,0.0,1,0,0.2799839173282234,2,0,2,1.0,0,2,2,0
1,1,-0.38461538461538464,0,1,9.968972419928827,0,1,2,1.0,0,2,3,0
3,0,-2.076923076923077,4,2,0.7194771420750069,2,0,1,6.0,0,0,2,0
2,1,-0.6153846153846154,2,0,2.5255697372022996,2,0,2,2.0,0,2,3,0
3,1,0.0,0,0,-0.27392725157404874,2,0,2,0.0,1,2,1,0
2,1,0.2692307692307692,1,0,0.667969819326581,0,0,2,1.0,0,2,2,0
2,0,0.2692307692307692,0,0,-0.06220058855735014,2,1,1,0.0,1,2,1,1
1,1,1.9230769230769231,0,1,2.6875727142075005,2,1,2,1.0,0,3,3,0
3,1,-1.3076923076923077,1,0,-0.13740846564467565,0,0,0,1.0,0,0,1,1
3,1,0.0,0,0,-0.28675917054475775,1,0,2,0.0,1,2,0,0
3,1,-0.38461538461538464,0,0,-0.31277802491103207,2,0,2,0.0,1,2,0,1
3,0,-0.5384615384615384,1,1,0.3380825691212702,0,1,1,2.0,0,2,2,1
3,1,1.2307692307692308,0,0,-0.3199082945524227,2,0,2,0.0,1,3,0,0
3,1,0.3076923076923077,0,0,-0.28052285792499315,0,0,2,0.0,1,2,0,0
3,1,-0.6923076923076923,0,0,-0.3167003148097455,2,0,2,0.0,1,2,0,0
3,0,1.3846153846153846,1,0,0.0019590062961949016,2,0,3,1.0,0,3,2,0
2,0,0.0,1,0,0.49384923350670684,2,0,3,1.0,0,2,2,1
2,1,-0.3076923076923077,0,0,-0.06220058855735014,2,0,2,0.0,1,2,1,0
2,1,-0.46153846153846156,0,0,0.025304544210238148,0,0,2,0.0,1,2,2,0
1,0,-0.7692307692307693,0,2,0.5059668423213798,2,1,1,2.0,0,2,2,1
1,1,0.6153846153846154,1,0,1.6529992471940873,2,1,2,1.0,0,3,3,0
3,1,-1.0,0,0,-0.22402391869696145,2,0,2,0.0,1,1,1,0
1,1,-0.38461538461538464,0,0,2.769376197645771,0,1,2,0.0,1,2,3,0
3,0,0.46153846153846156,0,2,0.033859156857377455,0,0,3,2.0,0,2,2,0
3,0,-0.5384615384615384,0,0,-0.28675917054475775,2,0,1,0.0,1,2,0,1
3,0,-0.38461538461538464,1,0,0.05970264166438542,2,0,3,1.0,0,2,2,1
3,1,-0.7692307692307693,0,0,-0.3295322337804545,1,0,2,0.0,1,2,0,0
2,1,-0.8461538461538461,0,0,-0.12636018341089517,2,0,2,0.0,1,1,1,0
2,1,-0.7692307692307693,1,1,0.9536596632904463,2,0,2,2.0,0,2,3,0
3,1,-0.15384615384615385,0,0,-0.28480016424856286,2,0,2,0.0,1,2,0,1
3,0,-1.5384615384615385,2,2,0.8520736381056667,2,0,1,4.0,0,0,3,0
2,1,0.5769230769230769,0,2,0.49384923350670684,2,1,2,2.0,0,3,2,0
2,1,1.0,0,0,-0.06220058855735014,2,0,4,0.0,1,3,1,0
2,1,1.6923076923076923,0,0,-0.08251779359430605,2,0,4,0.0,1,3,1,0
1,0,-0.5384615384615384,1,0,2.2304356008759925,2,1,3,1.0,0,2,3,1
3,1,2.0384615384615383,0,0,-0.27392725157404874,2,0,2,0.0,1,3,1,0
3,1,0.8846153846153846,0,2,0.0019590062961949016,2,0,2,2.0,0,3,2,0
3,1,0.0,0,0,-0.30547238571037505,2,0,2,0.0,1,2,0,0
1,1,1.6923076923076923,0,1,2.0071259923350673,0,0,2,1.0,0,3,3,0
3,0,-1.0,0,0,-0.2874734807007939,1,0,1,0.0,1,1,0,1
3,1,0.07692307692307693,0,0,-0.27392725157404874,2,0,2,0.0,1,2,1,0
3,1,0.0,0,0,-0.24772875034218456,2,0,2,0.0,1,2,1,0
3,1,-1.9230769230769231,8,2,2.3566161374212977,2,0,0,10.0,0,0,3,0
3,1,1.1538461538461537,0,1,0.07039590747330968,2,0,2,1.0,0,3,2,0
2,0,0.8461538461538461,0,0,0.05542533534081577,2,0,3,0.0,1,3,2,1
3,1,-0.23076923076923078,0,0,-0.2856898439638653,2,0,2,0.0,1,2,0,0
3,1,-0.9230769230769231,0,0,-0.24772875034218456,2,0,2,0.0,1,1,1,0
3,1,-2.1538461538461537,4,1,1.0793055365453053,2,0,0,5.0,0,0,3,0
3,1,-1.5384615384615385,0,2,0.2596667122912674,2,0,0,2.0,0,0,2,1
1,0,0.46153846153846156,0,1,1.7342680673419109,2,1,3,1.0,0,2,3,1
3,0,1.2307692307692308,1,4,0.5751180536545305,2,0,3,5.0,0,3,2,0
1,1,0.0,0,0,0.4906412537640297,2,0,2,0.0,1,2,2,0
3,1,-0.07692307692307693,0,0,1.7982480153298661,2,0,2,0.0,1,2,3,0
1,1,2.4615384615384617,0,0,0.8146472077744321,2,1,2,0.0,1,4,3,0
3,1,-1.9230769230769231,4,1,0.6275150561182591,1,0,0,5.0,0,0,2,0
3,0,-2.1538461538461537,1,1,-0.14204506569942515,2,0,1,2.0,0,0,1,1
3,1,-0.6153846153846154,0,0,-0.27927388447851087,2,0,2,0.0,1,2,1,0
1,1,2.076923076923077,0,0,0.6947029838488913,0,1,2,0.0,1,3,2,0
3,1,-0.8461538461538461,1,1,-0.2823022173555982,2,0,2,2.0,0,1,0,0
3,1,-1.9230769230769231,3,1,0.4710383588831098,2,0,0,4.0,0,0,2,0
1,0,1.6153846153846154,0,0,0.6098711675335341,0,1,1,0.0,1,3,2,0
2,1,0.07692307692307693,0,0,-0.06220058855735014,2,0,2,0.0,1,2,1,0
3,1,0.5384615384615384,0,0,-0.6182504106214072,2,0,2,0.0,1,3,0,0
3,0,-0.5384615384615384,8,2,2.3566161374212977,2,0,1,10.0,0,2,3,0
2,1,0.0,0,0,0.025484191075828114,0,0,2,0.0,1,2,2,0
3,1,-1.5384615384615385,4,2,0.7242891116890228,2,0,0,6.0,0,0,3,0
2,1,-2.1538461538461537,2,1,1.049899055570764,2,1,0,3.0,0,0,3,1
3,0,-1.9230769230769231,0,2,0.3238263071448125,2,0,1,2.0,0,0,2,1
1,1,0.0,0,0,1.5204027511634275,2,1,2,0.0,1,2,3,0
3,0,0.46153846153846156,1,0,0.04473206953189159,1,0,3,1.0,0,2,2,1
1,1,1.2307692307692308,0,0,0.5173744182863401,2,0,2,0.0,1,3,2,1
3,1,0.8461538461538461,1,1,0.04473206953189159,1,0,2,2.0,0,3,2,0
3,1,0.5384615384615384,0,0,-0.28052285792499315,2,0,2,0.0,1,3,0,0
2,0,0.23076923076923078,0,0,-0.06220058855735014,2,0,3,0.0,1,2,1,1
2,1,-0.7692307692307693,0,0,-0.06220058855735014,2,0,2,0.0,1,2,1,0
3,0,-0.7692307692307693,1,0,-0.2823022173555982,2,0,1,1.0,0,2,0,1
2,1,-2.0,1,1,0.49384923350670684,2,1,0,2.0,0,0,2,1
1,0,1.1538461538461537,0,0,0.5674531207226937,0,1,3,0.0,1,3,2,1
1,0,2.230769230769231,0,0,5.648893033123461,0,1,1,0.0,1,3,3,1
3,1,0.0,0,0,-0.28675917054475775,1,0,2,0.0,1,2,0,0
3,1,1.0,0,1,-0.258777032575965,2,0,2,1.0,0,3,1,0
3,0,-0.5384615384615384,0,0,-0.28675917054475775,1,0,1,0.0,1,2,0,1
2,0,-0.38461538461538464,0,0,-0.06220058855735014,2,0,1,0.0,1,2,1,0
3,1,-0.07692307692307693,0,0,-0.21190630988228856,2,0,2,0.0,1,2,1,0
3,1,0.0,8,2,2.3566161374212977,2,0,2,10.0,0,2,3,0
3,1,0.38461538461538464,0,0,-0.34040514645496855,2,0,2,0.0,1,2,0,0
3,1,1.2692307692307692,0,0,-0.30921502874349854,0,0,2,0.0,1,3,0,0
3,1,-0.8461538461538461,0,0,-0.27392725157404874,2,0,2,0.0,1,1,1,1
3,0,-2.076923076923077,0,1,-0.1707372365179305,2,1,1,1.0,0,0,1,0
3,1,0.23076923076923078,1,0,0.05970264166438542,2,0,2,1.0,0,2,2,0
3,1,-0.23076923076923078,0,0,0.18534851491924453,0,0,2,0.0,1,2,2,1
3,0,-1.0,0,0,-0.28675917054475775,1,0,1,0.0,1,1,0,1
1,1,0.8461538461538461,0,0,0.7077145496851903,0,1,2,0.0,1,3,2,1
3,1,-0.38461538461538464,0,0,-0.3167003148097455,2,0,2,0.0,1,2,0,0
2,0,0.46153846153846156,0,0,0.2799839173282234,2,0,1,0.0,1,2,2,1
3,1,-0.5384615384615384,0,0,-0.3081457021626061,2,0,2,0.0,1,2,0,0
2,1,0.07692307692307693,0,0,-0.06220058855735014,2,0,2,0.0,1,2,1,0
3,1,0.0,1,0,-0.28675917054475775,1,0,2,1.0,0,2,0,0
1,0,0.15384615384615385,1,0,4.226868327402136,0,1,1,1.0,0,2,3,1
3,0,-0.15384615384615385,0,0,-0.27927388447851087,2,0,1,0.0,1,2,1,1
2,1,1.0,1,0,0.5366222967424036,2,0,2,1.0,0,3,2,0
1,0,0.23076923076923078,0,0,2.6449792978373945,0,1,1,0.0,1,2,3,1
2,1,0.07692307692307693,0,0,-0.16913324664659188,2,0,2,0.0,1,2,1,0
3,1,-1.0,0,0,-0.27392725157404874,2,0,2,0.0,1,1,1,1
2,1,-0.15384615384615385,0,0,-0.06220058855735014,2,0,2,0.0,1,2,1,0
3,1,1.6923076923076923,0,0,-0.27392725157404874,2,0,2,0.0,1,3,1,0
3,1,0.0,0,0,-0.28052285792499315,2,0,2,0.0,1,2,0,0
1,1,0.6923076923076923,1,0,3.231325280591295,2,1,2,1.0,0,3,3,1
3,1,-0.5384615384615384,0,0,-0.21832226936764307,2,0,2,0.0,1,2,1,0
2,1,-0.7692307692307693,0,0,-0.16913324664659188,2,0,2,0.0,1,2,1,1
3,1,-0.6538461538461539,0,0,-0.3081457021626061,2,0,2,0.0,1,2,0,0
2,1,-0.8461538461538461,0,0,-0.06220058855735014,2,0,2,0.0,1,1,1,0
3,0,-0.5384615384615384,3,1,0.4710383588831098,2,0,1,4.0,0,2,2,0
1,0,0.46153846153846156,1,0,2.952231042978374,2,1,3,1.0,0,2,3,1
3,1,0.0,0,0,-0.2856898439638653,2,0,2,0.0,1,2,0,0
2,1,2.3076923076923075,0,0,-0.04081405693950179,2,0,2,0.0,1,3,1,0
3,0,-1.8461538461538463,4,2,0.7242891116890228,2,0,1,6.0,0,0,3,1
2,1,-0.38461538461538464,0,0,-0.16913324664659188,2,0,2,0.0,1,2,1,0
3,0,-0.5384615384615384,0,0,-0.2953137831918971,2,0,1,0.0,1,2,0,0
2,1,1.1538461538461537,1,0,0.49384923350670684,2,0,2,1.0,0,3,2,0
2,0,-1.6153846153846154,0,2,0.504542499315631,2,0,1,2.0,0,0,2,1
2,1,-0.7692307692307693,0,0,-0.16913324664659188,2,0,2,0.0,1,2,1,0
2,1,0.3076923076923077,0,0,-0.09321105940323023,2,0,2,0.0,1,2,1,0
3,0,-0.5384615384615384,1,0,0.0,0,0,1,1.0,0,2,1,0
3,0,-0.5384615384615384,1,0,0.04473206953189159,1,0,1,1.0,0,2,2,1
2,1,0.0,0,0,-0.16913324664659188,2,0,2,0.0,1,2,1,0
3,1,-0.5384615384615384,0,0,-0.3134923350670682,2,0,2,0.0,1,2,0,0
3,1,0.07692307692307693,0,0,-0.30921502874349854,0,0,2,0.0,1,2,0,0
1,1,1.1538461538461537,2,0,3.231325280591295,1,1,4,2.0,0,3,3,0
3,0,-0.3076923076923077,0,0,-0.2856898439638653,2,0,1,0.0,1,2,0,0
2,0,-0.38461538461538464,0,2,0.0019590062961949016,2,0,3,2.0,0,2,2,1
1,1,0.6153846153846154,1,1,1.629653709280044,2,1,2,2.0,0,3,3,1
2,1,1.9230769230769231,1,0,0.49384923350670684,2,0,4,1.0,0,3,2,0
3,1,0.0,0,0,-0.3081457021626061,2,0,2,0.0,1,2,0,0
3,0,0.0,1,1,-0.1707372365179305,2,1,3,2.0,0,2,1,0
1,1,2.5384615384615383,0,0,0.5173744182863401,2,1,2,0.0,1,4,2,0
3,1,0.07692307692307693,1,0,0.07039590747330968,2,0,2,1.0,0,2,2,0
3,0,0.9230769230769231,0,2,0.2463001300301122,2,0,3,2.0,0,3,2,0
3,0,0.0,0,2,0.033859156857377455,0,0,3,2.0,0,2,2,1
1,0,0.46153846153846156,0,0,2.769376197645771,0,0,3,0.0,1,2,3,1
1,0,0.07692307692307693,0,0,3.0816195592663567,2,1,1,0.0,1,2,3,1
1,0,0.46153846153846156,0,0,21.29563885847249,0,0,1,0.0,1,2,3,1
2,0,1.6153846153846154,0,1,0.49384923350670684,2,0,3,1.0,0,3,2,1
3,1,0.0,0,0,-0.28675917054475775,1,0,2,0.0,1,2,0,0
3,1,-2.0,4,2,0.7242891116890228,2,0,0,6.0,0,0,3,1
1,1,1.7692307692307692,1,1,2.7886240761018346,2,1,2,2.0,0,3,3,0
1,1,0.8461538461538461,0,0,-0.6182504106214072,2,1,2,0.0,1,3,0,0
3,0,-0.5384615384615384,0,0,-0.28675917054475775,1,0,1,0.0,1,2,0,0
2,1,0.5384615384615384,0,0,-0.16913324664659188,2,0,2,0.0,1,3,1,0
3,1,-1.0,4,1,1.0793055365453053,2,0,2,5.0,0,1,3,0
3,1,-0.3076923076923077,1,0,-0.2856898439638653,2,0,2,1.0,0,2,0,1
1,0,2.230769230769231,0,1,5.945810806186698,2,1,3,1.0,0,3,3,1
1,0,0.46153846153846156,0,0,5.183201307144813,2,1,1,0.0,1,2,3,1
1,1,0.0,0,0,0.7077145496851903,2,0,2,0.0,1,2,2,0
3,1,-0.3076923076923077,0,0,-0.6182504106214072,2,0,2,0.0,1,2,0,1
2,0,0.9230769230769231,0,1,0.21582432247467837,2,0,3,1.0,0,3,2,1
1,1,0.6153846153846154,0,1,0.6521095674787846,0,1,2,1.0,0,3,2,0
3,0,-0.5384615384615384,0,0,-0.28675917054475775,1,0,1,0.0,1,2,0,1
1,0,2.6153846153846154,1,0,2.716264885026006,2,1,1,1.0,0,4,3,1
3,0,1.2307692307692308,0,0,-0.28675917054475775,2,0,1,0.0,1,3,0,0
2,1,0.0,0,0,-0.6182504106214072,2,0,2,0.0,1,2,0,0
3,1,-1.6923076923076923,4,1,0.6275150561182591,1,0,0,5.0,0,0,2,0
3,0,0.46153846153846156,1,1,0.2479041199014509,2,0,3,2.0,0,2,2,1
3,1,2.769230769230769,0,0,-0.28675917054475775,1,0,2,0.0,1,4,0,0
3,1,-0.07692307692307693,0,0,-0.2823022173555982,2,0,2,0.0,1,2,0,0
3,1,-1.0,0,0,-0.21190630988228856,2,0,2,0.0,1,1,1,0
3,1,-0.7692307692307693,0,0,-0.27392725157404874,2,0,2,0.0,1,2,1,1
1,1,0.0,0,0,0.49384923350670684,2,1,2,0.0,1,2,2,0
3,1,0.3076923076923077,0,0,-0.24772875034218456,0,0,2,0.0,1,2,1,0
3,1,0.07692307692307693,0,0,-0.21190630988228856,2,0,2,0.0,1,2,1,1
3,1,-0.5384615384615384,0,0,-0.28052285792499315,2,0,2,0.0,1,2,0,0
2,1,1.0,0,0,-0.06220058855735014,2,0,2,0.0,1,3,1,1
3,0,-0.5384615384615384,0,0,-0.28675917054475775,1,0,1,0.0,1,2,0,1
1,0,-0.23076923076923078,0,0,2.754405625513277,2,0,1,0.0,1,2,3,1
1,0,-0.7692307692307693,1,0,3.2774859704352592,0,1,3,1.0,0,2,3,1
2,1,0.5384615384615384,0,0,-0.06754722146181222,0,1,2,0.0,1,3,1,0
3,0,-0.38461538461538464,0,0,-0.23970880098549144,2,0,1,0.0,1,2,1,0
3,1,-0.38461538461538464,0,0,-0.28052285792499315,2,0,2,0.0,1,2,0,0
1,1,0.0,0,0,0.5674531207226937,0,0,2,0.0,1,2,2,0
3,1,-0.4230769230769231,0,0,-0.30903538187790863,0,0,2,0.0,1,2,0,0
1,0,-2.076923076923077,1,2,5.864007322748426,2,1,1,3.0,0,0,3,0
1,1,0.0,0,0,0.686328018067342,2,1,2,0.0,1,2,2,1
1,0,1.6153846153846154,0,1,9.968972419928827,0,1,3,1.0,0,3,3,1
3,0,-0.5384615384615384,0,0,-0.28675917054475775,1,0,1,0.0,1,2,0,1
3,1,0.0,2,0,0.37622330960854095,1,0,2,2.0,0,2,2,1
3,1,-0.7692307692307693,0,0,-0.6182504106214072,2,0,2,0.0,1,2,0,0
2,0,-0.5384615384615384,0,0,-0.090003079660553,1,1,1,0.0,1,2,1,1
3,1,0.0,0,0,-0.27392725157404874,2,0,2,0.0,1,2,1,0
1,1,-2.1599999999999997,1,2,5.864007322748426,2,1,0,3.0,0,0,3,1
1,0,-0.5384615384615384,0,0,4.12456799206132,0,0,1,0.0,1,2,3,1
1,0,-0.9230769230769231,1,0,4.039736175745963,0,1,3,1.0,0,1,3,1
2,1,0.07692307692307693,1,0,0.4083031070353135,0,0,2,1.0,0,2,2,0
1,0,0.07692307692307693,0,0,1.816785860936217,0,1,1,0.0,1,2,3,1
1,0,-0.38461538461538464,0,0,2.938684813851629,0,1,1,0.0,1,2,3,1
1,0,-0.8461538461538461,2,2,10.604332055844512,0,1,1,4.0,0,1,3,1
2,0,-0.23076923076923078,1,1,0.49384923350670684,2,0,3,2.0,0,2,2,0
3,1,-0.07692307692307693,0,0,-0.28052285792499315,2,0,2,0.0,1,2,0,0
2,1,1.0769230769230769,1,1,0.504542499315631,2,0,2,2.0,0,3,2,0
3,0,-0.23076923076923078,0,0,-0.2823022173555982,2,0,1,0.0,1,2,0,1
